Country Name,Series,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Philippines,"Out-of-school children of primary school age, both sexes (number)",514214,344072,215108,135135,..,425401,529095,706415,..,450645,..,919189,1262678,..,1106558,1066658,1153720,1242726,1215007,1425856,1409725,1274735,992346,..,..,..,..,333178,364140,429607,424228,500780,..,..
Poland,Government expenditure on education as % of GDP (%),..,..,..,..,3.89145,4.18793,4.18276,..,4.335,6.26718,..,4.95044,4.60029,4.99362,5.32975,5.39797,5.33218,5.35574,5.42612,5.20578,4.86837,5.04047,4.98913,5.06843,4.82012,4.81181,4.94011,4.90918,4.81226,4.63922,4.55957,..,..,..
Poland,"Gross enrolment ratio, primary, female (%)",..,..,99.41647,98.20677,98.05822,97.47915,98.93429,98.53583,97.16968,97.26275,98.23753,98.87195,98.14493,97.82947,97.58772,96.64098,95.71254,94.9115,94.26031,94.29832,94.36289,94.3664,95.05227,96.12236,97.28442,100.06803,100.42822,100.2535,..,..,100.04543,96.3152,..,..
Poland,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,0.9793,0.98072,0.98447,0.98009,0.98563,0.98718,0.9911,0.99162,0.9799,0.97656,0.98168,0.98569,0.98932,0.9915,0.99404,0.99451,0.99445,0.99456,0.99348,0.99117,0.99038,0.99182,0.99607,1.00168,1.00182,1.00219,..,..,1.00058,0.98859,..,..
Poland,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,95940,102214,107636,133863,158335,176788,187585,176973,166363,146698,127728,111911,109509,89161,75799,77551,..,..,59793,50722,..,..
Portugal,Government expenditure on education as % of GDP (%),3.15798,3.38753,3.47524,3.56972,4.07133,4.33747,4.84095,4.6713,4.61331,5.06511,..,..,5.04686,5.16385,5.33713,5.25872,5.28153,5.04638,5.07395,4.90767,4.92147,4.69609,5.56315,5.41249,5.12333,4.94941,5.27097,5.124,4.88554,..,5.01561,..,..,..
Portugal,"Gross enrolment ratio, primary, female (%)",124.31128,118.74377,..,118.87599,116.54676,119.72659,117.35874,118.03012,118.08043,117.94301,..,119.64992,119.40406,120.35348,121.86732,116.6292,116.25808,115.41154,115.14193,114.97318,113.70939,112.35906,111.17488,109.85528,109.11768,107.98629,107.51308,105.74948,104.87311,103.80414,104.35608,105.39792,..,..
Portugal,"Gross enrolment ratio, primary, gender parity index (GPI)",0.94564,0.8859,..,0.95556,0.95177,0.96107,0.95698,0.95007,0.95418,0.95132,..,0.95571,0.95704,0.95701,0.98317,0.96138,0.94889,0.94925,0.95247,0.95097,0.94637,0.94524,0.96607,0.97009,0.97127,0.97134,0.96485,0.95834,0.96252,0.96486,0.96684,0.97412,..,..
Portugal,"Out-of-school children of primary school age, both sexes (number)",4717,..,..,2565,9968,3088,2138,7577,3874,3039,..,..,..,16228,..,..,..,..,2118,2956,..,..,461,142,1192,907,525,3051,7802,11170,3662,2425,..,..
Post-demographic dividend,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Post-demographic dividend,"Gross enrolment ratio, primary, female (%)",102.21312,102.75667,103.2541,103.69227,103.28575,102.68728,102.46932,102.54144,102.64676,102.51818,102.43389,103.01075,102.76288,101.46423,101.83979,101.3962,100.96398,101.1432,101.76842,102.23538,102.4905,102.6871,102.33906,101.33871,101.27241,100.84204,101.29434,100.90424,100.71072,100.98296,100.80997,100.75139,101.48645,..
Post-demographic dividend,"Gross enrolment ratio, primary, gender parity index (GPI)",0.9952,0.99367,0.99431,0.99603,0.99308,0.99402,0.99318,0.99594,0.99425,0.99311,1.0001,1.0066,1.00771,0.99306,0.99786,1.00051,0.99811,0.99482,0.99226,0.99907,0.9957,0.9971,0.9985,0.99373,0.9998,0.99371,0.99742,0.99895,1.00009,0.99979,0.99611,0.9986,0.99956,..
Post-demographic dividend,"Out-of-school children of primary school age, both sexes (number)",3606550,3069793,2708326,2635256,2483632,2808865,2921646,3012397,2760310,2860913,2549881,1917107,1737224,1736542,1460478,1815133,1849493,1796170,1254824,1257102,1076151,1046538,1309317,1396264,1643573,1448868,1378191,1339893,1152127,809134,886616,952510,935420,..
Pre-demographic dividend,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pre-demographic dividend,"Gross enrolment ratio, primary, female (%)",67.3596,65.36935,64.97681,64.1761,65.61342,65.12748,66.15965,66.49646,66.80249,64.42935,68.31732,68.92608,70.2684,72.87705,75.11661,78.89046,83.17594,84.99265,86.93607,89.0289,89.37319,90.41848,91.25681,91.84449,93.07634,94.96256,95.58936,95.37186,93.77751,93.83856,94.13993,94.59803,95.11123,..
Pre-demographic dividend,"Gross enrolment ratio, primary, gender parity index (GPI)",0.81339,0.79167,0.81377,0.80081,0.80945,0.81003,0.80842,0.81648,0.81185,0.81647,0.81826,0.81575,0.82427,0.83059,0.83655,0.8336,0.84319,0.83789,0.85533,0.8668,0.87565,0.88357,0.89258,0.90092,0.90194,0.91681,0.92497,0.93207,0.94111,0.93694,0.9366,0.93484,0.93725,..
Pre-demographic dividend,"Out-of-school children of primary school age, both sexes (number)",29445757,30813490,32532987,33583185,33810273,35174593,35668756,36450197,36823392,39365817,37867172,38391875,38685917,37885085,36680394,34924549,32372298,31233536,30947464,30042441,28821140,29244655,29168148,30202980,29964512,30312609,31169077,31432933,32712819,32646116,32994618,33530858,33409962,..
Puerto Rico,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.48108,6.07266,..,..,..,..,..,..
Puerto Rico,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.56595,99.27354,91.60209,93.28788,91.61575,90.64602,89.07858,82.83672,..,81.7647,..,..
Puerto Rico,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.0377,1.03733,1.04091,1.0471,1.01589,1.00411,1.00037,0.99534,..,0.98945,..,..
Puerto Rico,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30673,40004,36367,38182,40680,45370,57625,..,55942,..,..
Qatar,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,3.57767,4.3453,3.72598,3.20019,3.84656,3.37394,3.46259,3.97188,..,..,4.22755,3.41315,4.53966,4.01224,3.50744,4.07384,3.60535,..,..,2.86383,..,2.69535,..
Qatar,"Gross enrolment ratio, primary, female (%)",103.41131,101.44374,99.23757,95.10989,88.38648,85.15099,85.16764,89.86486,91.44857,96.8454,100.52089,102.14136,106.08674,105.12912,105.98427,105.05798,106.40758,101.07812,103.73561,99.79813,104.53951,104.56494,106.6488,104.35936,104.34577,103.23748,99.93149,100.28776,103.01785,102.70193,103.0715,104.3871,105.11708,..
Qatar,"Gross enrolment ratio, primary, gender parity index (GPI)",0.96529,0.95956,0.94785,0.93393,0.94083,0.94335,0.9738,0.97595,0.99338,1.02925,1.02406,0.92607,0.98574,1.00237,1.02586,0.9428,0.91501,0.90875,0.95533,1.05607,0.98087,1.00151,1.02889,1.03404,1.00761,1.03772,1.04647,1.02446,1.00843,0.99371,0.99604,1.01026,1.02992,..
Qatar,"Out-of-school children of primary school age, both sexes (number)",4317,5152,5923,7202,10049,12057,12965,10451,..,..,..,1485,715,2174,1521,1034,1960,2731,905,3885,285,..,1701,1789,581,2076,6669,6996,4352,3584,2972,1985,2949,..
Romania,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,3.24122,..,..,..,2.86863,3.26629,3.50413,3.54397,3.31273,3.50039,4.30651,4.14954,4.0972,4.00213,3.49538,3.05943,2.9541,3.04938,3.12642,3.10676,2.97411,3.09539,..,..,..
Romania,"Gross enrolment ratio, primary, female (%)",..,..,91.24726,90.35099,86.51335,86.76686,87.95123,90.56885,95.70368,97.13879,96.98833,95.88776,93.92579,94.3401,95.9484,99.42673,103.71395,110.97248,108.98066,105.25845,103.95147,98.66204,99.06547,99.12425,98.68784,97.61874,..,..,88.48407,86.34456,84.56607,86.94353,..,..
Romania,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,1.00068,0.99723,1.00667,1.00088,0.99736,0.99746,0.99768,0.9963,0.99534,0.99187,0.98945,0.98765,0.98377,0.98182,0.98151,0.98546,0.9866,0.98918,0.9909,0.9834,0.98497,0.98367,0.98226,0.98106,..,..,0.98508,0.98746,0.98672,0.99153,..,..
Romania,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,335243,227114,163773,148615,149922,96108,127243,118045,102718,63672,23685,1161,3177,20183,19541,20516,18751,20293,24545,33096,..,..,82464,104345,126456,135701,..,..
Russian Federation,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,2.93979,3.10602,3.83502,3.67854,3.54787,3.77193,3.86626,..,4.10175,..,..,..,3.7931,3.76383,4.01388,3.83403,3.76044,4.68991,..,..,..
Russian Federation,"Gross enrolment ratio, primary, female (%)",..,..,107.88012,107.88883,110.24864,110.489,109.66956,107.28535,107.52169,..,..,..,102.38309,102.34232,105.59768,113.56818,121.0091,..,95.32066,95.30464,95.81845,97.7661,99.60503,..,101.39378,101.33234,100.04793,98.02932,99.47305,100.12029,102.3353,104.09201,..,..
Russian Federation,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,0.99773,0.99814,0.99837,1.00085,1.00338,1.002,0.99368,..,..,..,0.98935,0.99151,0.9911,0.99355,0.99932,..,1.00193,1.00628,1.0028,1.00364,1.0048,..,1.00615,1.00604,1.00546,1.00672,1.00792,1.006,0.9953,0.98911,..,..
Russian Federation,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,227868,487307,..,..,..,..,..,..,..,..,..,..,392796,338135,114211,44971,..,21682,24643,22969,149626,80703,36857,8523,10839,..,..
Rwanda,Government expenditure on education as % of GDP (%),3.50578,3.33534,3.74663,..,..,..,..,..,..,..,..,..,4.57849,4.09511,5.66607,..,..,..,..,..,3.97233,3.48989,..,4.61529,4.36722,4.40366,4.72194,4.17978,3.63234,3.4193,3.11083,3.07375,..,..
Rwanda,"Gross enrolment ratio, primary, female (%)",69.45732,70.71914,71.74097,71.69303,73.96234,79.65737,..,..,..,..,108.41086,111.93913,106.18944,110.38806,109.53562,112.67676,119.96148,128.93749,134.57094,145.15484,150.31118,149.86932,151.31418,150.07595,149.87101,149.1984,146.00686,142.09463,140.56584,141.19302,137.17433,132.12526,129.96978,..
Rwanda,"Gross enrolment ratio, primary, gender parity index (GPI)",0.97182,0.9771,0.98277,0.99007,0.9939,0.9812,..,..,..,..,0.96432,0.95882,0.97105,0.96911,0.99298,0.99337,0.99393,1.00425,1.0146,1.0368,1.02532,1.02925,1.02781,1.02528,1.02981,1.02244,1.02393,1.02469,1.01361,0.99879,0.99264,0.98631,0.97976,..
Rwanda,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,171140,..,..,255515,197182,..,..,..,..,..,..,..,..,..,..,..,..,13957,42716,81300,121348,..
Samoa,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,4.01625,3.58293,3.82629,3.84139,..,..,..,..,..,5.14421,..,..,..,..,..,..,..,4.16222,..,..,..,..
Samoa,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,100.28549,101.62634,100.62617,101.41258,101.02064,96.02805,97.34922,101.22461,105.61085,107.81397,109.60199,109.7971,108.76892,108.10871,..,104.57041,109.93191,107.85874,107.23908,..,107.99744,106.39106,107.93271,108.69744,110.43128,115.72207,..
Samoa,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,1.018,1.02852,1.02418,1.03465,1.04953,0.99939,1.01511,1.01813,1.01197,1.00599,1.01042,1.00734,1.00281,1.0041,..,0.96994,0.98587,1.00089,0.99772,..,1.00265,1.00033,1.01218,1.00264,0.99838,1.0103,..
Samoa,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,1779,..,..,..,1041,1172,706,692,..,..,..,..,..,456,..,75,157,417,382,..,236,165,411,185,387,..,..
San Marino,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.62884,2.70296,..,..,..,..,..,3.37033,3.59286,..,..
San Marino,"Gross enrolment ratio, primary, female (%)",90.26063,86.79505,86.56294,86.79525,88.40125,94.60784,96.1474,95.76988,..,88.98026,90.7767,..,..,87.46356,..,..,..,..,..,..,..,115.61051,114.94607,120.30303,108.68925,103.75723,..,..,..,..,..,116.89373,110.08065,..
San Marino,"Gross enrolment ratio, primary, gender parity index (GPI)",1.046,1.07668,1.04829,1.01802,0.96996,1.04206,1.03952,1.05187,..,1.02035,1.03149,..,..,1.04175,..,..,..,..,..,..,..,0.99215,0.99564,1.13082,1.00521,0.94788,..,..,..,..,..,1.16476,1.10741,..
San Marino,"Out-of-school children of primary school age, both sexes (number)",189,255,236,201,142,101,81,91,..,160,148,..,..,218,..,..,..,94,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79,..
Sao Tome and Principe,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.72058,3.24693,3.23471,4.85645,4.27118,6.28683,5.55449,10.6779,9.65147,..,6.33951,5.93969,3.74883,3.8645,5.17307,5.08416,5.14907,..,..
Sao Tome and Principe,"Gross enrolment ratio, primary, female (%)",115.01125,118.60528,..,122.38145,125.39314,133.43925,..,..,..,132.35029,..,114.00689,98.29154,..,..,117.32084,120.41991,122.20069,123.10121,..,118.75288,118.63941,120.32415,116.19757,114.26579,105.98756,105.96625,102.0392,103.1691,103.85953,105.00261,..,..,..
Sao Tome and Principe,"Gross enrolment ratio, primary, gender parity index (GPI)",0.94248,0.95382,..,0.91504,0.92036,0.97677,..,..,..,0.97386,..,0.81371,0.96101,..,..,0.9467,0.95361,0.96257,0.96081,..,0.98926,0.97619,1.00427,0.99332,0.97067,0.9711,0.9797,0.96457,0.96129,0.95747,0.96736,..,..,..
Sao Tome and Principe,"Out-of-school children of primary school age, both sexes (number)",1696,1508,..,1112,..,..,..,..,..,..,..,..,4725,..,..,1079,784,455,456,..,2708,2515,2470,2718,..,..,3728,3702,3817,..,2100,..,..,..
Saudi Arabia,Government expenditure on education as % of GDP (%),..,..,..,..,5.77946,5.14463,5.99929,6.34382,5.69247,4.94375,4.37708,8.28131,7.07227,5.90982,7.71887,7.63689,7.10509,6.27747,5.43092,5.89117,..,5.13781,..,..,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.95897,..,99.33724,101.45305,103.32971,106.17968,106.36617,110.32458,114.89821,117.2198,112.10066,104.63059,100.17458,100.34702,101.47726,..
Saudi Arabia,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.98477,..,0.97861,0.97598,0.97508,0.99185,0.99529,1.00474,0.9746,0.97039,1.03096,0.99074,1.01429,1.01145,1.01504,..
Saudi Arabia,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,253278,89185,90164,4621,67693,..,22068,58970,..,..,..,..
Senegal,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,2.52794,2.48935,2.49412,2.60249,2.67932,2.77211,3.04488,4.05773,3.76968,..,3.98679,4.87013,5.18252,4.87895,4.73316,5.6725,5.72021,5.45638,5.11309,4.62497,4.83328,..,..
Senegal,"Gross enrolment ratio, primary, female (%)",44.6748,45.63375,45.56999,46.02703,46.39909,46.32277,45.83745,46.7142,47.90891,52.3767,56.87792,60.86048,59.60347,64.33841,66.94129,68.55816,72.91144,76.09223,78.47835,79.47941,83.69389,85.19517,85.75302,86.44265,92.01571,91.49765,89.37315,90.46086,89.78162,..,..,..,87.58381,..
Senegal,"Gross enrolment ratio, primary, gender parity index (GPI)",0.69452,0.70381,0.71745,0.72901,0.73539,0.74778,0.75328,0.75492,0.76542,0.79688,0.81818,0.83945,0.82653,0.86833,0.88765,0.90543,0.92137,0.94982,0.96453,0.98665,1.00321,1.02645,1.04485,1.05836,1.12125,1.113,1.11834,1.11969,1.11954,..,..,..,1.14192,..
Senegal,"Out-of-school children of primary school age, both sexes (number)",..,620449,653856,688582,..,744848,..,780769,..,747136,695521,667557,696536,658239,..,..,580082,642783,637148,594493,560734,555123,561905,553211,550287,503229,540858,541676,563931,..,..,..,681296,..
Serbia,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.20984,4.442,4.48398,4.32781,4.23836,4.16421,..,3.92698,3.78902,3.64027,3.71509,3.58539,..,..
Serbia,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,109.07479,103.07596,102.38866,101.82761,101.08202,101.61181,103.02382,101.81593,100.9952,100.54937,97.17106,95.64695,101.51213,100.56836,100.94359,101.36326,101.22541,100.46706,100.36259,100.31749,99.59382,..
Serbia,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,0.98942,0.99038,0.99748,0.99443,1.00032,1.00109,1.00525,0.99955,0.99871,0.99844,0.98974,0.99495,1.00036,0.99994,1.00093,1.00448,0.99775,0.99799,1.00096,1.0003,0.99901,..
Serbia,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,937,422,3174,4168,9982,15004,7458,10495,10006,3423,2187,2253,2752,3815,4887,..
Seychelles,Government expenditure on education as % of GDP (%),..,8.29189,8.22952,..,..,..,..,9.02171,7.70369,7.77922,..,5.99207,5.261,..,..,5.19333,5.37493,..,..,4.77012,..,..,..,..,3.60644,2.61393,3.60813,4.08368,..,4.42102,..,..,..,..
Seychelles,"Gross enrolment ratio, primary, female (%)",100.35277,97.63362,96.2147,..,99.79912,98.83507,99.56413,102.54469,103.56991,103.95576,102.13356,102.7891,105.5831,107.10572,105.61798,105.31152,105.46786,102.13916,108.06217,107.08313,108.87559,109.48647,109.38221,112.14249,113.33853,111.44253,108.00806,106.37099,105.97335,103.56895,102.42356,103.31627,102.81319,..
Seychelles,"Gross enrolment ratio, primary, gender parity index (GPI)",1.03717,1.03296,0.99917,..,1.0005,0.98796,0.98583,1.01139,1.01524,1.025,1.01372,1.02103,1.02688,1.02848,1.01065,0.99729,0.98533,0.99161,0.98106,0.99684,1.02145,1.03263,1.0283,1.03083,1.05209,1.03965,1.02156,1.01518,1.03043,1.03249,1.05168,1.05868,1.04867,..
Seychelles,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,1190,887,801,763,..,52,..,155,824,112,51,55,57,..,..,..,..,..,..,..,64,84,77,152,249,269,224,..
Sierra Leone,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,4.94937,3.43272,3.54528,3.26061,3.10713,2.79698,..,2.55851,2.41317,2.77814,2.58864,2.6689,2.87204,2.37981,2.66292,..,3.06023,4.63577,6.98963,7.70228,..
Sierra Leone,"Gross enrolment ratio, primary, female (%)",..,44.6174,41.32977,38.80195,36.10523,..,..,..,..,..,..,..,..,57.5309,60.43953,..,..,..,..,..,..,..,..,..,110.76908,115.99032,118.28518,..,116.9143,118.89392,125.64213,114.68657,145.59427,..
Sierra Leone,"Gross enrolment ratio, primary, gender parity index (GPI)",..,0.68609,0.71517,0.68579,0.69481,..,..,..,..,..,..,..,..,0.93421,0.70804,..,..,..,..,..,..,..,..,..,0.9483,0.98979,1.00134,..,1.01415,1.01101,1.01891,1.03486,1.02634,..
Sierra Leone,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43719,2476,..,19253,6104,..,..,..,..
Singapore,Government expenditure on education as % of GDP (%),..,3.65207,..,..,..,..,..,..,..,..,..,..,..,3.3213,3.54249,3.87853,3.98194,3.65276,3.19596,2.85912,2.94675,2.7646,3.01013,3.08044,3.03077,3.07086,2.85435,..,..,..,..,..,..,..
Singapore,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.69286,100.57172,100.22494,..,..
Singapore,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.99844,0.99893,0.99928,..,..
Singapore,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,72,476,..,..
Sint Maarten (Dutch part),Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,121.31704,..,128.86671,..,..,..,..,..,..
Sint Maarten (Dutch part),"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01615,..,1.0108,..,..,..,..,..,..
Sint Maarten (Dutch part),"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,Government expenditure on education as % of GDP (%),..,..,..,..,..,5.35695,4.4496,3.7125,4.29758,4.1244,4.12232,..,4.1073,3.86468,3.9357,4.2454,4.20957,4.10157,3.75996,3.7077,3.52321,3.52165,4.00641,4.08471,3.92964,3.8677,4.07649,4.22136,4.59954,3.91171,3.93913,..,..,..
Slovak Republic,"Gross enrolment ratio, primary, female (%)",..,..,..,..,99.50826,101.63111,100.55872,100.69687,99.89191,98.86001,98.03106,100.67605,100.30567,100.80024,101.22313,99.30424,97.91528,97.18732,97.64171,100.01753,102.68272,103.58694,102.59867,100.99314,99.85448,100.02166,99.83907,99.27775,98.0883,97.28014,98.43949,99.54251,..,..
Slovak Republic,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,0.99075,0.99336,0.99574,0.99815,0.99918,1.00032,1.0014,0.99024,0.98449,0.98672,0.99351,0.99616,0.9884,0.98893,0.98862,0.98898,0.994,0.99321,0.99349,0.99129,0.99129,0.99019,0.98557,0.99045,0.99201,0.98865,0.99423,0.99676,..,..
Slovak Republic,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,10471,18356,21387,22196,17806,11429,5709,5564,8041,10409,11670,9150,8543,11034,13359,14552,12554,10196,..,..
Slovenia,Government expenditure on education as % of GDP (%),..,..,..,..,4.43858,5.14512,5.40206,5.12166,4.90559,..,..,..,..,..,5.75683,5.67286,5.70333,5.64426,5.60408,5.59066,5.11661,5.10952,5.55497,5.54546,5.54126,5.62023,5.40573,5.2917,4.90953,4.80178,4.78324,..,..,..
Slovenia,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,93.4422,94.00485,96.45166,97.75897,98.52197,98.86851,97.94927,98.44527,100.86821,104.75066,110.34582,98.81699,100.00444,101.51195,97.90082,98.41896,99.03098,99.46924,100.05976,100.60834,100.29107,99.95206,100.33198,100.2171,100.56636,102.13463,..,..
Slovenia,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,0.99422,0.99984,0.99867,1.00106,0.99462,0.99714,0.99341,1.02277,0.99384,0.99114,0.99269,0.99655,0.98973,0.99362,0.99263,0.99619,0.99796,0.99947,1.00402,1.00608,1.00675,1.00462,1.00744,1.00739,1.00328,1.00138,..,..
Slovenia,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,7536,5524,4670,2205,3169,3851,3137,2427,1594,382,135,50,846,729,764,683,353,431,718,894,521,558,225,294,..,..
Small states,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,"Gross enrolment ratio, primary, female (%)",101.4771,101.24077,100.87394,99.06244,98.67853,98.01091,97.72171,98.92671,99.41849,99.24084,99.5311,99.5725,99.39077,100.63836,101.66135,101.98339,102.89712,103.58161,103.88591,105.00296,104.53965,105.6317,105.67097,105.80448,105.88385,105.91026,105.56183,105.45242,105.85708,105.58482,105.62093,105.69952,105.89029,..
Small states,"Gross enrolment ratio, primary, gender parity index (GPI)",0.98057,0.9815,0.98159,0.98115,0.97634,0.97617,0.97232,0.96901,0.96529,0.96513,0.96205,0.95932,0.96141,0.96018,0.96158,0.95858,0.96203,0.96278,0.9642,0.96758,0.96818,0.9721,0.97339,0.97362,0.97236,0.97697,0.97731,0.97803,0.98353,0.98106,0.9815,0.98271,0.98688,..
Small states,"Out-of-school children of primary school age, both sexes (number)",616735,644774,669161,737901,770521,803928,814786,791366,803122,808420,804792,792468,802258,719304,683848,669264,654710,636305,626235,591974,588025,579418,574060,540780,511126,511396,519989,523240,512066,533421,508482,521481,520901,..
Solomon Islands,Government expenditure on education as % of GDP (%),..,..,..,..,2.75382,..,..,..,..,..,..,2.24871,..,..,..,..,..,..,..,..,9.87995,8.80092,8.97326,9.86063,..,..,..,..,..,..,..,..,..,..
Solomon Islands,"Gross enrolment ratio, primary, female (%)",..,..,..,80.8109,82.32935,87.8675,92.92194,97.04102,..,..,..,..,85.70562,82.53006,..,91.681,..,..,97.81282,103.90279,104.90535,..,..,113.16806,113.98751,111.60158,113.36846,111.78632,112.97701,113.67024,112.19722,105.99196,..,..
Solomon Islands,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,0.84972,0.85209,0.84641,0.85173,0.86731,..,..,..,..,0.927,0.91924,..,0.93808,..,..,0.94754,0.95928,0.95859,..,..,0.97522,0.97292,0.97955,0.98919,0.97229,0.98953,0.98814,0.99269,0.99609,..,..
Solomon Islands,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18342,14861,15048,..,..,..,..,..,360,492,68,..,..,4351,..,..
Somalia,Government expenditure on education as % of GDP (%),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,"Gross enrolment ratio, primary, female (%)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.62561,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,"Gross enrolment ratio, primary, gender parity index (GPI)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.55316,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,"Out-of-school children of primary school age, both sexes (number)",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
